image_path,label
Blood cell Cancer [ALL]\Benign\Snap_019 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_475.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_004 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_295.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_279.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_133 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (37).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (80).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_078.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_517.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_721.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_023.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_653.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_114.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_074.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_044 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_414.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_088 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_043.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_760.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_001.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_673.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_018 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_001.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_242.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (70).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_666.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_088.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_212.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_439.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (9).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (28).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_032.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_090.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_223.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_183.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_120 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_080 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_067 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_108 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (84).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_734.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_152.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (42).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_035.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (3).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_264.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_159.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_745.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_116.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_267.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_590.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_021.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_091 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_071.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (72).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (23).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_083 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_805.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_327.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_067.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_111.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_089 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_174.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_101 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_092 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (144).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_059.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_193 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_046.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_100.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (151).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_144.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (140).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_109.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_211.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_094 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_136 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_066.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (70).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_456.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (44).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_110 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_398.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_235.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_008 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_025 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_042 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_271.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_763.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (10).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_030.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_065 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_414.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (92).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_129 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_654.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_180 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_106 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_577.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_232 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_157.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_111 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_790.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_703.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_057.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_101 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_074.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_141.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_552.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_033.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_413.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_245 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_594.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_133.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_003.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_034.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_095 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_158.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (47).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_042.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_270.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_337.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_087 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_685.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (86).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_443.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_583.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_750.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_090.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_192.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_148.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_033.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_552.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_116 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_086.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_608.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_428.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_007 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (140).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (124).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_809.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_180.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (39).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_096 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_683.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_752.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_035.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_822.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_096 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (87).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_278.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_023 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_551.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_578.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_217.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_322.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_122 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_107 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_694.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (3).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_277.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (111).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_279.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_468.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_547.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (17).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (35).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_395.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_575.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_365.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_039.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_174 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_031 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_037.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_079.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_020.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_010 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_601.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_301.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_101.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_672.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_254.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_060.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_020 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_592.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_025.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_054 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_653.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (16).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_127.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_026 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_255.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_081 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_028.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_082.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_123 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_639.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_512.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_245.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_426.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (33).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_275.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_545.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_134 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_531.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_510.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_367.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_158 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_099 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_030 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_702.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (145).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_651.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_082.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_593.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_097 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_113 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_007.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_078 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_212.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (36).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_004.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_681.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_363.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_565.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_100.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_576.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_402.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_199.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_210.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_203.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_053.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_085.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_093 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_085.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_281.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_162.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_378.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_062 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (141).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_575.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_431.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_207.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_565.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (42).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (107).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_050 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_249.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (14).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_373.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_772.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_582.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_206.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_095.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_329.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_001 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_184.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_242.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_187.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_210.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_671.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_031.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_183.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_533.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_234.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_732.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (18).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_031 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_297.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_611.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_248.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_226 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_382.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_168.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_648.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_168 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_728.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_503.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_602.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_553.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (93).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_449.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_698.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_066 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_098 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_321.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_230.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_201 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_148.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_060 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_518.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (55).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_007 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_084.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (53).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_216 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (9).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_357.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (55).jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (24).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_019.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_587.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_164.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_131.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_014.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_060 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_125 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_438.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (14).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_573.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_286.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_748.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_034 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_054 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (120).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_097.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_056 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (40).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_070.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_126.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_218.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_203.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_260.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_603.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (24).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (36).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (10).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (16).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_023 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_034 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_740.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_105.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_574.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_687.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_193.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_084 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_384.jpg,malignant
